cap-shape,Cap surface,cap-color,bruises,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,category
Flat,Scaly,n,Bruises,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,Edible
Convex,Scaly,e,Bruises,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,Poisonous
Convex,Scaly,n,Bruises,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,Edible
Convex,Smooth,w,NoBruises,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Flat,Scaly,g,Bruises,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,Edible
Flat,Scaly,g,Bruises,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,Poisonous
Flat,Scaly,e,Bruises,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,Edible
Flat,Scaly,e,Bruises,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Convex,Smooth,p,NoBruises,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,Edible
Flat,Fiberous,g,Bruises,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,Edible
Flat,Fiberous,g,Bruises,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Flat,Fiberous,g,Bruises,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p,Poisonous
Flat,Scaly,n,Bruises,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,Edible
Flat,Scaly,g,Bruises,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,Edible
Flat,Scaly,n,Bruises,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,Edible
Convex,Smooth,p,NoBruises,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Flat,Scaly,e,Bruises,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,Edible
Flat,Scaly,g,Bruises,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Flat,Scaly,e,Bruises,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Convex,Smooth,w,NoBruises,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Convex,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,Poisonous
Flat,Scaly,n,Bruises,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,Poisonous
Convex,Fiberous,w,NoBruises,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,Poisonous
Flat,Scaly,n,Bruises,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,Edible
Flat,Scaly,g,Bruises,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,Edible
Flat,Scaly,g,Bruises,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,Edible
Flat,Scaly,g,Bruises,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,Edible
Convex,Fiberous,w,NoBruises,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,Poisonous
Flat,Scaly,n,Bruises,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Flat,Scaly,n,Bruises,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,Edible
Convex,Smooth,p,NoBruises,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,Poisonous
Flat,Scaly,g,Bruises,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Convex,Smooth,p,NoBruises,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Convex,Scaly,n,Bruises,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,Edible
Convex,Scaly,g,NoBruises,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,Poisonous
Flat,Scaly,e,Bruises,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,Edible
Convex,Fiberous,p,NoBruises,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,Poisonous
Convex,Fiberous,g,NoBruises,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,Poisonous
Convex,Fiberous,g,NoBruises,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,Poisonous
Flat,Scaly,g,Bruises,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,Edible
Flat,Scaly,n,Bruises,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Flat,Scaly,y,NoBruises,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,Poisonous
Flat,Scaly,e,Bruises,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,Edible
Flat,Scaly,n,Bruises,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,Edible
Convex,Fiberous,n,Bruises,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Flat,Scaly,g,NoBruises,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,Poisonous
Flat,Scaly,g,Bruises,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Flat,Scaly,n,Bruises,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,Edible
Convex,Scaly,g,Bruises,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,Edible
Convex,Scaly,n,Bruises,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,Poisonous
Convex,Smooth,w,NoBruises,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Flat,Fiberous,y,NoBruises,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,Poisonous
Flat,Scaly,n,Bruises,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,Edible
Flat,Scaly,e,Bruises,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,Edible
Flat,Scaly,n,Bruises,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,Edible
Convex,Scaly,g,NoBruises,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,Poisonous
Flat,Scaly,e,Bruises,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Flat,Scaly,n,Bruises,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,Poisonous
Convex,Fiberous,w,NoBruises,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Convex,Fiberous,g,NoBruises,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,Poisonous
Convex,Scaly,n,Bruises,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Flat,Fiberous,y,NoBruises,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,Poisonous
Convex,Smooth,g,NoBruises,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Flat,Scaly,e,Bruises,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,Edible
Flat,Scaly,e,Bruises,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Convex,Fiberous,y,NoBruises,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,Poisonous
Flat,Scaly,n,Bruises,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,Edible
Flat,Scaly,e,Bruises,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Convex,Fiberous,y,NoBruises,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,Poisonous
Convex,Fiberous,g,NoBruises,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Convex,Smooth,g,NoBruises,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,Poisonous
Convex,Fiberous,w,NoBruises,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Convex,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,Poisonous
Flat,Scaly,g,Bruises,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,Edible
Flat,Fiberous,y,NoBruises,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,Edible
Flat,Fiberous,g,Bruises,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Flat,Scaly,e,Bruises,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Flat,Fiberous,g,Bruises,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Flat,Scaly,n,Bruises,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,Edible
Flat,Scaly,n,Bruises,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,Edible
Flat,Fiberous,g,Bruises,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,Edible
Convex,Fiberous,g,Bruises,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,Edible
Flat,Scaly,n,Bruises,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,Edible
Flat,Scaly,n,Bruises,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,Edible
Convex,Fiberous,e,Bruises,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,Edible
Flat,Fiberous,n,Bruises,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,Poisonous
Flat,Scaly,e,Bruises,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,Edible
Convex,Scaly,g,Bruises,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,Edible
Flat,Scaly,n,Bruises,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,Edible
Flat,Scaly,n,Bruises,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,Edible
Flat,Scaly,g,Bruises,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Flat,Fiberous,g,NoBruises,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,Poisonous
Flat,Scaly,g,Bruises,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Flat,Scaly,g,Bruises,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,Edible
Flat,Fiberous,g,Bruises,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Flat,Fiberous,y,NoBruises,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,Poisonous
Convex,Scaly,n,Bruises,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,Edible
Flat,Scaly,g,Bruises,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,Edible
Flat,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,Poisonous
Flat,Scaly,n,Bruises,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,Edible
Convex,Fiberous,g,NoBruises,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Flat,Scaly,e,Bruises,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,Edible
Convex,Smooth,w,NoBruises,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Flat,Scaly,n,Bruises,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Convex,Smooth,w,NoBruises,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Flat,Scaly,e,Bruises,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Flat,Fiberous,g,Bruises,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Convex,Smooth,g,NoBruises,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Flat,Scaly,e,Bruises,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,Edible
Convex,Fiberous,p,NoBruises,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,Edible
Convex,Smooth,p,NoBruises,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,Edible
Flat,Fiberous,g,NoBruises,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,Poisonous
Flat,Scaly,g,Bruises,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,Poisonous
Flat,Scaly,n,Bruises,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,Edible
Flat,Scaly,e,Bruises,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,Edible
Flat,Scaly,n,Bruises,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,Edible
Convex,Smooth,p,NoBruises,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Convex,Scaly,g,NoBruises,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,Edible
Flat,Fiberous,g,Bruises,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,Edible
Flat,Scaly,g,Bruises,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,Edible
Flat,Scaly,e,Bruises,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,Edible
Convex,Fiberous,g,Bruises,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,Poisonous
Convex,Scaly,n,Bruises,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Convex,Fiberous,w,NoBruises,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,Poisonous
Flat,Scaly,e,Bruises,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,Edible
Flat,Scaly,g,Bruises,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,Poisonous
Flat,Scaly,g,Bruises,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,Edible
Convex,Smooth,w,NoBruises,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,Edible
Convex,Smooth,w,NoBruises,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Convex,Fiberous,g,NoBruises,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,Poisonous
Convex,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,Poisonous
Flat,Scaly,g,Bruises,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,Edible
Flat,Scaly,g,Bruises,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,Edible
Flat,Scaly,e,Bruises,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,Edible
Convex,Scaly,g,NoBruises,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,Edible
Convex,Fiberous,g,NoBruises,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,Poisonous
Flat,Scaly,g,Bruises,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,Edible
Flat,Scaly,e,Bruises,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,Edible
Flat,Scaly,g,Bruises,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Convex,Fiberous,e,Bruises,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Flat,Scaly,g,Bruises,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Convex,Smooth,p,NoBruises,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Flat,Scaly,n,Bruises,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,Poisonous
Flat,Scaly,e,Bruises,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Flat,Scaly,g,Bruises,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,Edible
Convex,Smooth,w,NoBruises,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Convex,Fiberous,w,NoBruises,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Convex,Scaly,n,Bruises,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,Edible
Flat,Scaly,e,Bruises,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Convex,Scaly,g,Bruises,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,Poisonous
Convex,Fiberous,w,NoBruises,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,Poisonous
Flat,Scaly,n,Bruises,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,Edible
Flat,Fiberous,e,Bruises,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,Edible
Convex,Fiberous,w,NoBruises,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,Poisonous
Convex,Smooth,g,NoBruises,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Convex,Scaly,e,Bruises,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,Poisonous
Convex,Fiberous,g,NoBruises,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Convex,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,Poisonous
Convex,Smooth,g,NoBruises,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Convex,Fiberous,g,Bruises,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,Edible
Convex,Fiberous,p,NoBruises,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,Edible
Convex,Smooth,p,NoBruises,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,Poisonous
Convex,Fiberous,g,NoBruises,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Flat,Scaly,e,Bruises,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,Poisonous
Convex,Smooth,g,NoBruises,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,Poisonous
Flat,Scaly,g,Bruises,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Flat,Scaly,n,Bruises,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Convex,Fiberous,g,NoBruises,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,Edible
Convex,Smooth,w,NoBruises,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,Poisonous
Flat,Scaly,n,Bruises,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d,Poisonous
Flat,Scaly,g,NoBruises,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,Poisonous
Flat,Scaly,g,Bruises,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,Poisonous
Flat,Scaly,g,Bruises,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,Poisonous
Flat,Fiberous,g,NoBruises,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,Poisonous
Flat,Fiberous,e,Bruises,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,Edible
Flat,Fiberous,g,Bruises,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,Edible
Convex,Fiberous,w,NoBruises,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Flat,Fiberous,g,Bruises,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Convex,Fiberous,g,NoBruises,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,Poisonous
Convex,Scaly,y,NoBruises,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d,Poisonous
Flat,Scaly,g,NoBruises,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,Poisonous
Convex,Fiberous,y,NoBruises,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g,Poisonous
Convex,Fiberous,w,NoBruises,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,Poisonous
Convex,Scaly,y,NoBruises,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,Poisonous
Convex,Scaly,y,NoBruises,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,Poisonous
Convex,Fiberous,y,NoBruises,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,Poisonous
